Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2002-06-14 0:00:00,20,27.6,23,88,1,3.6,3,180,0,S
2002-06-15 0:00:00,19,27,20.8,96,1,0.1,5,360,0,N
2002-06-16 0:00:00,19,28.2,22.2,92,35,1.9,3,360,0,S
2002-06-17 0:00:00,20,24.9,21.5,96,55,0,4,180,0,S
2002-06-18 0:00:00,20,26.6,22.8,88,4,1.3,3,180,0,S
2002-06-19 0:00:00,20,27.4,22.3,93,15,1.1,3,360,0,S
2002-06-20 0:00:00,20,26.2,22,94,29,0,6,360,1,N
2002-06-21 0:00:00,20,24.2,21.9,89,7,0,2,180,0,S
2002-06-22 0:00:00,20,27.8,22.7,88,8888,3.8,4,180,1,S
2002-06-23 0:00:00,20,27.7,23.5,87,0,4.8,5,180,1,S
2002-06-24 0:00:00,21,27.4,23.2,88,7,4.6,8,180,3,S
2002-06-25 0:00:00,20,27.6,22.4,90,17,0.2,9,180,3,S
2002-06-26 0:00:00,19,27.4,22.6,90,9,0.3,3,180,1,S
2002-06-27 0:00:00,20,27.2,22.3,91,4,1.8,9,180,5,S
2002-06-28 0:00:00,19,27,22.5,86,0,5.7,9,180,4,S
2002-06-29 0:00:00,19,26.2,22.9,86,0,6.2,13,180,8,S
2002-06-30 0:00:00,22,26.7,23.1,85,0,7.4,12,180,9,S
2002-07-01 0:00:00,21,27.8,23.2,68,0,7.8,13,180,10,S
2002-07-02 0:00:00,21,27,23.1,73,0,8,14,180,7,S
2002-07-03 0:00:00,21,27.6,22.9,84,0,6.2,8,180,3,S
2002-07-04 0:00:00,18,26.8,22.6,86,0,7,10,180,5,S
2002-07-05 0:00:00,20,26.7,22.4,86,0,7,10,180,5,S
2002-07-06 0:00:00,20,28.7,22.7,79,0,6.7,13,180,7,S
2002-07-07 0:00:00,20,27.8,22.8,80,0,7.8,10,180,5,S
2002-07-08 0:00:00,18,26.8,22.8,73,0,7.8,10,180,5,S
2002-07-09 0:00:00,20,26.4,22.4,80,0,3.8,9,180,4,S
2002-07-10 0:00:00,18,27.6,22.9,79,0,8,8,180,3,S
2002-07-11 0:00:00,19,27.2,22.8,82,0,8,8,180,3,S
2002-07-12 0:00:00,16,27.4,21.5,82,0,8,9,180,5,S
2002-07-13 0:00:00,20,27.4,23,75,0,8,8,180,4,S
2002-07-14 0:00:00,19,27.5,22.7,83,0,4.3,8,180,3,S
2002-07-15 0:00:00,19,27.2,22.5,86,0,4.1,4,180,2,S
2002-07-16 0:00:00,16,28.5,22,79,0,,6,180,2,S
2002-07-17 0:00:00,17,27.5,22.1,84,0,6.8,9,180,4,S
2002-07-18 0:00:00,17,27,22.5,84,0,6.5,10,180,6,S
2002-07-19 0:00:00,20,26.6,22.4,84,0,4.7,11,180,4,S
2002-07-20 0:00:00,20,27.6,22.9,77,0,4.6,8,180,2,S
2002-07-21 0:00:00,17,27.6,22.2,84,0,8,7,180,6,S
2002-07-22 0:00:00,19,27.4,23,82,0,7.8,13,180,8,S
2002-07-23 0:00:00,21,27,22.9,76,0,8,13,180,6,S
2002-07-24 0:00:00,21,27.7,23.3,82,0,4.7,11,180,6,S
2002-07-25 0:00:00,20,27.4,22.8,81,0,7.4,13,180,5,S
2002-07-26 0:00:00,18,27.4,22.3,79,0,8,5,180,2,S
2002-07-27 0:00:00,18,27.4,22.5,82,0,8,8,180,3,S
2002-07-28 0:00:00,18,27.4,22.6,76,0,8,9,180,3,S
2002-07-29 0:00:00,18,28.6,23.6,76,0,8,6,180,3,S
2002-07-30 0:00:00,18,28.3,22.9,82,0,6.7,9,180,4,S
2002-07-31 0:00:00,18,28.4,23.1,81,0,7.4,13,180,9,S
2002-08-01 0:00:00,20,28.2,22.5,82,0,8,13,180,3,S
2002-08-02 0:00:00,18,28.4,22.9,79,0,8,8,180,2,S
2002-08-03 0:00:00,16,29.8,22.2,85,0,6.9,4,180,3,S
2002-08-04 0:00:00,19,28.2,22.3,79,0,6.2,9,180,3,S
2002-08-05 0:00:00,19,28,23.1,80,2,7,8,180,3,S
2002-08-06 0:00:00,19,29,22.7,78,0,7,5,180,3,S
2002-08-07 0:00:00,19,28.8,22.8,77,0,5.3,10,180,4,S
2002-08-08 0:00:00,19,29.2,23.6,71,0,6.9,8,180,3,S
2002-08-09 0:00:00,17,29.4,23,74,0,7.4,8,180,3,S
2002-08-10 0:00:00,19,27.1,22.2,82,0,5.4,10,180,6,S
2002-08-11 0:00:00,21,27.4,22.2,81,0,8,15,180,11,S
2002-08-12 0:00:00,20,27.4,22.5,81,0,5.7,14,180,9,S
2002-08-13 0:00:00,20,27,22.4,71,0,7.6,13,180,6,S
2002-08-14 0:00:00,20,28.4,22.9,75,0,7.4,14,180,8,S
2002-08-15 0:00:00,20,27.4,22.7,69,0,6.1,14,180,11,S
2002-08-16 0:00:00,20,27,22.1,74,0,8,13,180,6,S
2002-08-17 0:00:00,20,26.7,22.2,79,0,6.5,9,180,5,S
2002-08-18 0:00:00,19,26.8,21.9,74,0,1.9,5,180,2,S
2002-08-19 0:00:00,19,28.4,22.3,82,0,6.5,4,180,2,S
2002-08-20 0:00:00,17,28.4,22.7,79,0,8,5,180,1,S
2002-08-21 0:00:00,17,28.9,21.9,86,0,3.9,9,180,2,S
2002-08-22 0:00:00,17,28.8,21.8,87,0,3,4,180,2,S
2002-08-23 0:00:00,18,29.6,23.7,78,8888,7.1,8,180,4,S
2002-08-24 0:00:00,19,28,23,79,0,3.8,9,180,5,S
2002-08-25 0:00:00,20,27.8,22.5,76,0,5.6,6,180,3,S
2002-08-26 0:00:00,19,28,23.2,74,0,7.6,6,180,4,S
2002-08-27 0:00:00,20,27.2,22.9,77,0,3.9,11,180,6,S
2002-08-28 0:00:00,20,27.5,23,75,0,1.6,10,180,5,S
2002-08-29 0:00:00,20,27.4,22.4,77,0,7.2,10,180,7,S
2002-08-30 0:00:00,20,27.3,22.5,76,0,7.4,10,180,5,S
2002-08-31 0:00:00,19,28,22.9,76,0,4.9,8,180,2,S
2002-09-01 0:00:00,18,28.8,22.6,76,0,7.2,5,180,2,S
2002-09-02 0:00:00,18,28.4,22.6,81,0,6.3,4,180,2,S
2002-09-03 0:00:00,17,28.3,22.6,83,0,3.2,5,180,2,S
2002-09-04 0:00:00,20,28.2,23.2,83,0,5.6,6,180,3,S
2002-09-05 0:00:00,19,29.6,23.4,79,0,7,5,180,2,S
2002-09-06 0:00:00,18,28,22.5,74,0,7.8,10,180,4,S
2002-09-07 0:00:00,19,28.4,22.8,63,0,8,6,180,3,S
2002-09-08 0:00:00,19,27.8,21.8,75,0,8,8,180,3,S
2002-09-09 0:00:00,16,29.2,23,68,0,7.5,9,180,3,S
2002-09-10 0:00:00,16,30.1,22.3,84,0,4.2,4,180,0,S
2002-09-11 0:00:00,16,31,23.4,79,8888,6.5,4,180,1,S
2002-09-12 0:00:00,17,29.8,22.4,83,0,5.9,5,180,1,S
2002-09-13 0:00:00,18,26.6,22.4,92,1,0.6,6,180,0,S
2002-09-14 0:00:00,18,27.5,22.3,84,12,3.3,10,180,3,S
2002-09-15 0:00:00,18,28.8,22.8,72,0,7.7,6,180,2,S
2002-09-16 0:00:00,15,27.9,22.3,80,0,5.5,9,180,6,S
2002-09-17 0:00:00,20,28,22.9,70,0,8,13,180,6,S
2002-09-18 0:00:00,20,28.2,23.2,70,0,7.5,12,180,5,S
2002-09-19 0:00:00,17,28.4,23.3,73,0,6.8,10,180,3,S
2002-09-20 0:00:00,18,27.9,22.8,80,0,5.8,10,180,4,S
2002-09-21 0:00:00,17,32.2,23.7,72,0,7.2,10,180,4,S
2002-09-22 0:00:00,16,30.4,23.8,76,0,4.5,5,180,2,S
2002-09-23 0:00:00,17,32,23.3,79,0,7.8,3,180,1,S
2002-09-24 0:00:00,18,30.6,23.2,82,0,5.7,5,180,1,S
2002-09-25 0:00:00,21,29.4,23.4,82,0,3.8,6,180,2,S
2002-09-26 0:00:00,17,30.8,22.2,84,0,5,5,90,1,E
2002-09-27 0:00:00,17,29.8,22.7,82,0,8,6,180,2,S
2002-09-28 0:00:00,16,30.2,23.7,73,0,4.6,5,180,1,S
2002-09-29 0:00:00,17,29.4,22.4,86,0,5.8,4,180,1,S
2002-09-30 0:00:00,16,29.4,23,76,0,6.5,8,180,2,S
2002-10-01 0:00:00,17,30.6,23.1,77,0,5.4,3,180,0,S
2002-10-02 0:00:00,18,30.4,24.1,80,0,6.2,5,180,2,S
2002-10-03 0:00:00,18,30.4,24.1,80,1,8,4,180,2,S
2002-10-04 0:00:00,18,31.1,23.9,84,0,5.6,4,180,0,S
2002-10-05 0:00:00,18,30,22.4,92,40,3,2,360,0,N
2002-10-06 0:00:00,18,30,22.9,84,6,4.5,4,180,1,S
2002-10-07 0:00:00,16,29.4,22.1,86,0,5.2,2,180,0,S
2002-10-08 0:00:00,17,29.8,22.8,80,0,7.6,5,180,2,S
2002-10-09 0:00:00,17,29.4,21.9,71,0,8,9,180,2,S
2002-10-10 0:00:00,16,27.7,22.6,66,0,8,10,180,4,S
2002-10-11 0:00:00,15,28.6,21.6,78,0,8,10,180,3,S
2002-10-12 0:00:00,17,30,23.1,74,0,8,9,180,3,S
2002-10-13 0:00:00,17,29.6,23.5,76,0,7.7,5,180,2,S
2002-10-14 0:00:00,16,29.4,23,82,0,7.3,4,180,1,S
2002-10-15 0:00:00,14,30.4,22.5,80,0,8,6,180,2,S
2002-10-16 0:00:00,17,30.5,23.8,78,0,6.8,8,180,2,S
2002-10-17 0:00:00,17,28.6,22.7,87,0,3.8,4,180,1,S
2002-10-18 0:00:00,17,29.8,21.5,93,0,4.6,5,180,0,S
2002-10-19 0:00:00,17,29.6,22.7,87,15,4.6,3,180,0,S
2002-10-20 0:00:00,19,27,23,90,12,2.8,3,180,0,S
2002-10-21 0:00:00,17,28.8,22.5,92,8888,5.4,6,180,0,S
2002-10-22 0:00:00,18,29.9,22.3,90,5,2.5,3,360,0,N
2002-10-23 0:00:00,20,27,22.7,93,0,0.7,4,180,1,S
2002-10-24 0:00:00,18,29.2,23.5,88,1,6.3,6,180,2,S
2002-10-25 0:00:00,18,28.8,23.2,86,0,7,4,360,1,N
2002-10-26 0:00:00,18,29,23.4,87,0,3.9,3,360,0,N
2002-10-27 0:00:00,19,30.1,22.3,90,4,5,4,315,0,NW
2002-10-28 0:00:00,19,29.7,23.3,89,1,5.4,4,180,0,S
2002-10-29 0:00:00,17,29.6,22.9,84,0,7.8,4,180,1,S
2002-10-30 0:00:00,18,30.8,24.1,81,0,8,5,180,1,S
2002-10-31 0:00:00,17,28.2,22.6,87,0,3.5,3,360,0,N
2002-11-01 0:00:00,18,28.6,22.5,88,0,2.6,3,180,0,S
2002-11-02 0:00:00,18,30.2,23.6,87,2,6.2,3,180,1,S
2002-11-03 0:00:00,17,30.1,22.7,87,0,4.6,6,180,0,S
2002-11-04 0:00:00,18,27.2,21.4,96,6,2.7,4,180,0,S
2002-11-05 0:00:00,18,28,22.8,92,121,1.5,2,180,0,S
2002-11-06 0:00:00,18,29.2,23.1,86,2,6.6,3,180,1,S
2002-11-07 0:00:00,18,30.2,23,90,0,5.1,4,180,0,S
2002-11-08 0:00:00,18,28.8,22.4,92,26,4.5,4,180,0,N
2002-11-09 0:00:00,18,29.1,23.2,89,16,8,2,180,1,S
2002-11-10 0:00:00,19,29.4,24.4,84,0,7.8,4,180,0,S
2002-11-11 0:00:00,18,28.8,22,90,0,2.1,3,180,0,S
2002-11-12 0:00:00,19,27.6,22.6,94,0,2.6,3,180,0,S
2002-11-13 0:00:00,21,29.6,24.3,85,7,6.6,4,180,2,S
2002-11-14 0:00:00,19,27.3,21.9,91,0,3.8,4,180,0,S
2002-11-15 0:00:00,19,28.5,22.1,94,7,1.6,3,180,0,N
2002-11-16 0:00:00,18,27.6,22.6,90,2,2.4,3,360,0,N
2002-11-17 0:00:00,19,29.8,22.5,90,2,2.7,4,180,0,S
2002-11-18 0:00:00,19,28,22.3,94,20,0.8,4,180,0,S
2002-11-19 0:00:00,18,28.4,22.8,90,14,2.3,3,180,1,S
2002-11-20 0:00:00,21,27.6,22.5,93,1,2.2,6,90,0,E
2002-11-21 0:00:00,20,27.6,23.4,90,60,3.4,3,270,1,W
2002-11-22 0:00:00,20,29.2,23.4,86,0,5,6,270,0,W
2002-11-23 0:00:00,19,30,23.7,88,0,6.2,4,180,0,S
2002-11-24 0:00:00,19,29.8,23.2,87,3,0.6,3,180,0,S
2002-11-25 0:00:00,20,28.8,22.2,94,5,0,4,180,0,N
2002-11-26 0:00:00,20,28.1,22.8,90,11,3,5,180,1,S
2002-11-27 0:00:00,20,26.9,23.1,88,0,3.5,5,360,2,N
2002-11-28 0:00:00,20,27.8,23.1,86,4,7.3,9,360,2,N
2002-11-29 0:00:00,21,28,22.9,90,0,5.5,4,180,1,S
2002-11-30 0:00:00,21,27.6,22.8,86,0,3.8,4,360,2,N
2002-12-01 0:00:00,21,26.2,23,86,9,1.4,9,360,0,W
2002-12-02 0:00:00,21,28.3,23.5,82,1,4.7,4,360,0,W
2002-12-03 0:00:00,21,26.8,22.5,92,0,1.5,2,360,0,W
2002-12-04 0:00:00,18,28.4,22.5,88,5,3.5,3,360,0,W
2002-12-05 0:00:00,18,28.6,22.9,88,0,2.8,3,360,0,W
2002-12-06 0:00:00,18,28.1,21.4,94,8,0.9,4,360,0,W
2002-12-07 0:00:00,19,26.8,22.3,90,8888,2.6,5,360,0,W
2002-12-08 0:00:00,18,27.6,22.1,91,0,3.5,5,360,0,W
2002-12-09 0:00:00,18,27.6,22.6,88,8888,4.6,7,360,0,W
2002-12-10 0:00:00,21,26,23.5,89,0,2.7,6,360,0,W
2002-12-11 0:00:00,19,26,22.8,84,3,1.8,10,360,0,W
2002-12-12 0:00:00,17,27.3,22.8,86,0,5.4,6,360,0,W
2002-12-13 0:00:00,20,27.1,23.4,89,0,4.1,9,360,0,W
2002-12-14 0:00:00,20,26.8,22.2,91,0,3.8,9,360,0,W
2002-12-15 0:00:00,20,27.5,23.2,90,1,3.8,8,360,0,W
2002-12-16 0:00:00,20,27.2,22.5,95,16,0.8,2,360,0,W
2002-12-17 0:00:00,18,28.4,23,90,1,5,4,360,0,W
2002-12-18 0:00:00,18,29.2,22.4,87,0,5,4,360,0,W
2002-12-19 0:00:00,20,27.8,23.4,90,0,4.7,5,360,0,W
2002-12-20 0:00:00,19,29.3,24.3,74,0,6.2,2,360,0,W
2002-12-21 0:00:00,17,29.2,21.4,89,0,3.5,4,360,0,W
2002-12-22 0:00:00,18,27.3,22.8,90,0,1.4,4,360,0,W
2002-12-23 0:00:00,19,28.4,23.4,90,11,3.6,8,360,0,W
2002-12-24 0:00:00,19,28.3,22.9,90,0,4.6,5,360,0,W
2002-12-25 0:00:00,18,28.8,23.3,91,8888,5,5,360,0,W
2002-12-26 0:00:00,19,29.8,24.1,88,0,4.8,4,360,0,W
2002-12-27 0:00:00,20,28.6,22.7,88,7,1.4,4,360,0,W
2002-12-28 0:00:00,20,28,22.6,92,0,1.5,8,360,0,W
2002-12-29 0:00:00,21,25.9,22.5,94,18,1.4,5,360,0,W
2002-12-30 0:00:00,21,27.2,21.4,96,19,1,8,360,0,W
2002-12-31 0:00:00,18,26.4,21.9,90,0,3.4,9,360,0,W
2003-01-01 0:00:00,18,27.4,22.2,89,0,3.3,5,360,1,N
2003-01-02 0:00:00,19,26.2,22,87,8888,5,6,360,3,N
2003-01-03 0:00:00,20,26.4,21.7,87,0,4.3,9,360,1,N
2003-01-04 0:00:00,18,27.5,22.9,87,5,5,8,360,1,N
2003-01-05 0:00:00,18,26.8,23.3,86,0,8,8,360,4,N
2003-01-06 0:00:00,20,27.3,22.2,90,8888,5.4,8,360,3,N
2003-01-07 0:00:00,21,26.8,22.9,91,3,3.9,8,360,2,N
2003-01-08 0:00:00,21,27.8,23.3,88,7,5.3,6,360,2,N
2003-01-09 0:00:00,19,26.1,21.3,94,1,1.3,9,360,3,N
2003-01-10 0:00:00,20,25.9,21.4,91,50,0,8,360,2,N
2003-01-11 0:00:00,20,26.5,23.1,88,8888,4.7,5,360,3,N
2003-01-12 0:00:00,20,26.4,22.9,85,0,0.3,8,360,4,N
2003-01-13 0:00:00,20,25.8,23.2,86,22,2.9,10,270,4,W
2003-01-14 0:00:00,21,27.2,23.1,86,0,4.1,9,360,4,N
2003-01-15 0:00:00,20,27.3,22.2,90,12,5.1,8,360,6,N
2003-01-16 0:00:00,21,26.2,23,88,2,7.7,8,360,3,N
2003-01-17 0:00:00,20,26.4,22.8,90,8888,5,8,360,3,N
2003-01-18 0:00:00,18,27.2,21.9,89,0,7,8,360,3,N
2003-01-19 0:00:00,19,27.2,23.2,90,9,4.1,9,360,2,N
2003-01-20 0:00:00,20,28.4,23.3,88,3,5.1,9,360,2,N
2003-01-21 0:00:00,21,27,22.4,89,3,1.8,5,360,1,N
2003-01-22 0:00:00,21,28.4,22.6,91,1,2,4,270,1,W
2003-01-23 0:00:00,21,27.5,23.4,87,45,5.4,8,270,3,W
2003-01-24 0:00:00,21,27.5,22.9,86,0,5,6,270,2,W
2003-01-25 0:00:00,18,27.5,21.7,84,0,4.8,6,270,2,W
2003-01-26 0:00:00,21,27.8,22.9,90,0,4.9,8,360,0,N
2003-01-27 0:00:00,18,28.7,22.1,92,1,4.6,3,360,1,N
2003-01-28 0:00:00,18,28.8,23,89,14,3.3,3,360,2,N
2003-01-29 0:00:00,18,26.5,21.7,95,1,2.5,8,360,2,N
2003-01-30 0:00:00,21,27.2,23.1,87,16,4.6,5,360,3,N
2003-01-31 0:00:00,21,27.6,23.3,82,3,4.2,5,360,2,N
2003-02-01 0:00:00,21,25,22.1,92,1,0.2,6,360,2,N
2003-02-02 0:00:00,21,25,22.2,92,3,0,5,360,2,N
2003-02-03 0:00:00,19,25.8,21.4,94,23,0.2,8,360,2,N
2003-02-04 0:00:00,20,26.2,22.7,88,4,4,6,360,3,N
2003-02-05 0:00:00,20,27.2,22,91,2,4.6,8,360,2,N
2003-02-06 0:00:00,19,26.8,22.3,90,16,1.8,5,360,2,N
2003-02-07 0:00:00,21,24.6,21.7,94,3,0,4,360,2,N
2003-02-08 0:00:00,20,28.3,22.8,90,4,5.8,5,360,4,N
2003-02-09 0:00:00,19,27.8,23,92,1,5.2,8,360,1,N
2003-02-10 0:00:00,21,26.5,22.2,96,10,1.7,5,360,1,N
2003-02-11 0:00:00,21,26.8,23,90,11,0.2,5,360,2,N
2003-02-12 0:00:00,21,24.8,21.5,96,4,0,4,360,3,N
2003-02-13 0:00:00,21,27.8,23.6,82,41,4.8,8,360,3,N
2003-02-14 0:00:00,20,25.6,22.6,90,1,0,6,360,4,N
2003-02-15 0:00:00,21,27.7,23.2,82,14,6.5,8,360,2,N
2003-02-16 0:00:00,20,27.6,22.5,87,0,4.3,4,360,2,N
2003-02-17 0:00:00,21,25,22.1,89,8888,2.1,4,360,4,N
2003-02-18 0:00:00,20,24.6,21.3,92,2,1.4,10,360,2,N
2003-02-19 0:00:00,19,26.4,21.6,90,1,4.4,8,360,2,N
2003-02-20 0:00:00,20,26.6,22.5,81,0,2.5,4,360,3,N
2003-02-21 0:00:00,20,25.5,21.2,91,0,0.3,9,270,1,W
2003-02-22 0:00:00,19,27.3,22.1,88,0,5.4,4,360,2,N
2003-02-23 0:00:00,20,27.9,22.6,92,0,6,5,360,3,N
2003-02-24 0:00:00,21,27,22.6,92,1,5.1,8,360,3,N
2003-02-25 0:00:00,19,27.4,22.9,89,8888,4.7,8,360,3,N
2003-02-26 0:00:00,21,22.6,21.3,96,10,0,8,360,4,N
2003-02-27 0:00:00,19,26,22.4,92,47,3.4,9,360,2,N
2003-02-28 0:00:00,20,26.8,22.8,88,8888,5,6,360,3,N
2003-03-01 0:00:00,20,27.4,22.6,88,2,7.8,8,360,2,N
2003-03-02 0:00:00,19,27.4,22.4,90,0,4.5,9,360,3,N
2003-03-03 0:00:00,20,27.8,23.2,90,1,3.9,5,360,1,N
2003-03-04 0:00:00,20,28.7,22.3,93,1,3.6,4,360,1,N
2003-03-05 0:00:00,19,27.5,23.3,89,11,6.6,4,360,1,N
2003-03-06 0:00:00,19,27.4,22.3,91,0,3.5,4,360,1,N
2003-03-07 0:00:00,19,26.4,22.3,93,0,1.2,4,360,2,N
2003-03-08 0:00:00,19,27.6,22.7,86,2,7.3,8,360,4,N
2003-03-09 0:00:00,20,27.2,23,87,0,8,7,360,3,N
2003-03-10 0:00:00,21,26.7,22.8,87,8888,7.6,10,360,6,N
2003-03-11 0:00:00,21,26.8,21.6,94,0,2.2,10,360,5,N
2003-03-12 0:00:00,20,25.5,22.4,92,41,4.7,9,360,4,N
2003-03-13 0:00:00,20,25.2,21.7,94,0,1.3,15,360,5,N
2003-03-14 0:00:00,20,27.5,22.7,92,19,0.2,4,360,2,N
2003-03-15 0:00:00,20,28.6,22.8,91,5,3.4,4,360,0,N
2003-03-16 0:00:00,19,28.1,21.8,94,0,3.3,1,360,0,N
2003-03-17 0:00:00,19,28,23.2,92,3,4.5,4,360,1,N
2003-03-18 0:00:00,19,28.7,21.7,95,8888,1.8,3,360,0,NW
2003-03-19 0:00:00,20,25.2,21.3,96,24,0,3,360,0,N
2003-03-20 0:00:00,20,25.6,21.3,94,12,0,3,360,0,N
2003-03-21 0:00:00,19,27,21.7,96,25,2.3,3,360,0,N
2003-03-22 0:00:00,21,26.3,23.1,90,19,0.7,3,360,0,N
2003-03-23 0:00:00,20,25.4,21.6,94,10,0,2,360,0,N
2003-03-24 0:00:00,20,27.2,22.6,91,20,4.5,4,360,2,N
2003-03-25 0:00:00,20,25,21.7,95,57,0,5,360,2,N
2003-03-26 0:00:00,21,24.4,21.5,97,3,0,3,360,0,N
2003-03-27 0:00:00,20,27.2,22,96,17,1,3,360,0,N
2003-03-28 0:00:00,21,27.5,22.1,95,35,0,2,360,0,N
2003-03-29 0:00:00,21,26,22.7,90,32,0,5,360,2,N
2003-03-30 0:00:00,21,26.5,23,90,1,0.2,7,360,0,N
2003-03-31 0:00:00,21,26.6,22.7,90,4,6,8,360,2,N
2003-04-01 0:00:00,17,27.2,22.8,89,0,4.4,5,360,1,N
2003-04-02 0:00:00,20,28.2,22.4,93,8888,3,1,360,0,N
2003-04-03 0:00:00,20,26.7,22.4,94,8888,2.8,1,360,0,N
2003-04-04 0:00:00,19,27.6,22.4,93,4,2.6,3,360,0,N
2003-04-05 0:00:00,19,27.8,21.8,96,4,3.2,4,180,0,N
2003-04-06 0:00:00,19,27.4,22.1,94,8,1.9,3,180,0,N
2003-04-07 0:00:00,18,27.4,22.2,92,14,4.1,4,360,2,N
2003-04-08 0:00:00,21,27.6,22.4,92,8888,4.3,4,360,1,N
2003-04-09 0:00:00,19,28.3,23.1,89,25,0.6,3,360,0,N
2003-04-10 0:00:00,19,26.8,21.2,97,1,2.8,5,360,2,N
2003-04-11 0:00:00,19,23.2,21.3,96,4,0,3,360,0,N
2003-04-12 0:00:00,19,26.4,22.4,94,9,0.6,2,360,0,N
2003-04-13 0:00:00,18,26.6,22.2,94,1,1.8,4,360,0,N
2003-04-14 0:00:00,21,26.6,22.7,94,10,2.2,4,360,0,N
2003-04-15 0:00:00,19,28.1,22.4,90,21,1.2,2,360,1,N
2003-04-16 0:00:00,17,28.2,22.7,89,8,4.6,4,360,0,N
2003-04-17 0:00:00,20,28,23.2,89,0,1.6,4,360,1,N
2003-04-18 0:00:00,21,28.5,23.9,88,0,4.4,2,360,0,N
2003-04-19 0:00:00,19,28.6,22.9,92,0,0,3,360,1,N
2003-04-20 0:00:00,19,28.4,22.6,91,5,1.7,1,360,0,N
2003-04-21 0:00:00,18,29.1,23.7,90,0,6.3,2,360,0,N
2003-04-22 0:00:00,18,28.7,23.7,89,0,7,5,180,1,S
2003-04-23 0:00:00,19,27.2,22.4,95,0,3,5,360,0,N
2003-04-24 0:00:00,18,28.5,22.5,94,35,5.8,4,360,1,N
2003-04-25 0:00:00,20,28,22.8,93,0,4.2,4,360,1,N
2003-04-26 0:00:00,18,28,23.1,90,1,7.6,6,360,1,N
2003-04-27 0:00:00,17,28.5,22,90,0,4.9,5,360,1,N
2003-04-28 0:00:00,17,28.6,23.1,92,0,5.7,4,360,0,N
2003-04-29 0:00:00,19,28.3,23.3,91,8888,4.1,3,180,0,S
2003-04-30 0:00:00,18,28.2,22.7,89,8888,4.2,3,180,2,S
2003-05-01 0:00:00,22,28.5,24.6,84,8888,7,4,180,2,S
2003-05-02 0:00:00,22,29.2,24.5,85,8888,2.6,5,180,1,S
2003-05-03 0:00:00,20,29.6,23.7,91,5,1.3,3,180,0,S
2003-05-04 0:00:00,20,27.7,23.3,94,17,4.2,4,360,0,N
2003-05-05 0:00:00,19,28.7,23,95,8888,2.7,4,360,0,N
2003-05-06 0:00:00,19,28.2,22.3,94,8888,1.8,3,180,0,S
2003-05-07 0:00:00,21,28.4,24.8,80,1,7.8,4,180,2,S
2003-05-08 0:00:00,20,28.6,23.8,92,2,0,3,180,0,E
2003-05-09 0:00:00,21,28.1,23.9,90,6,0.9,4,90,0,E
2003-05-10 0:00:00,20,28.6,24.4,89,2,4.7,2,180,0,S
2003-05-11 0:00:00,21,26.5,22.2,96,8888,0.5,4,360,0,S
2003-05-12 0:00:00,21,25,22.5,92,31,0,5,270,2,W
2003-05-13 0:00:00,20,26.9,22.7,89,7,0.7,4,360,1,N
2003-05-14 0:00:00,20,26.6,22.6,95,8888,1.2,3,360,1,W
2003-05-15 0:00:00,20,28.5,23,91,18,1.1,4,180,0,S
2003-05-16 0:00:00,20,23.8,21.4,95,11,0,8,270,1,W
2003-05-17 0:00:00,20,28,22.5,88,11,3.1,6,270,1,
2003-05-18 0:00:00,19,28.2,22.9,89,8888,7.3,4,360,1,W
2003-05-19 0:00:00,19,28.2,23.1,91,8888,2.5,10,180,6,N
2003-05-20 0:00:00,19,28.2,24.5,84,8888,8,11,180,3,S
2003-05-21 0:00:00,19,28.7,24.7,86,8888,7.4,5,180,1,S
2003-05-22 0:00:00,18,28.7,23,88,8888,7.8,5,180,1,S
2003-05-23 0:00:00,19,28.2,23.2,90,8888,7.8,8,180,2,S
2003-05-24 0:00:00,20,27.4,24.4,86,8888,8,10,180,4,S
2003-05-25 0:00:00,20,28,24.2,80,8888,4.8,11,180,7,S
2003-05-26 0:00:00,21,27.8,24,86,8888,7.8,11,180,4,S
2003-05-27 0:00:00,21,26.8,23.4,86,8888,6.5,13,180,8,S
2003-05-28 0:00:00,18,27.4,23.7,86,8888,1.5,10,180,4,S
2003-05-29 0:00:00,22,26.1,22.7,86,8888,7.9,8,180,2,S
2003-05-30 0:00:00,19,27,23.6,84,8888,8,8,180,3,S
2003-05-31 0:00:00,19,28.4,23.9,86,8888,8,6,180,3,S
2003-06-01 0:00:00,19,27.6,22.6,89,8888,7.9,10,180,2,S
2003-06-02 0:00:00,18,28.1,23,90,8888,8,2,180,0,S
2003-06-03 0:00:00,18,27.5,23.7,83,8888,8,8,180,2,S
2003-06-04 0:00:00,18,27.2,22.9,87,8888,8,8,180,2,S
2003-06-05 0:00:00,18,27.8,22.1,88,8888,7.5,6,180,4,S
2003-06-06 0:00:00,19,27.2,23.4,80,8888,7.3,11,180,5,S
2003-06-07 0:00:00,19,26.8,23,80,8888,7.5,13,180,3,S
2003-06-08 0:00:00,19,27.1,22.9,79,8888,8,8,180,3,S
2003-06-09 0:00:00,18,27.2,23.3,82,8888,8,5,180,5,S
2003-06-10 0:00:00,20,26.8,23.2,79,8888,8,13,180,5,S
2003-06-11 0:00:00,19,27.4,23.5,85,8888,8,8,180,3,S
2003-06-12 0:00:00,19,28,23.5,83,8888,5.4,8,180,3,S
2003-06-13 0:00:00,19,27.2,23.1,81,8888,5.2,10,180,4,S
